Name,Subtitles,season_episode,ners
cersei lannister,Please.,2,[set()]
catelyn stark,"I would have dressed, your Grace.",2,[set()]
cersei lannister,"This is your home. I'm your guest. Handsome one, isn't he? I lost my first boy, a little black-haired beauty. He was a fighter too... Tried to beat the fever that took him. Forgive me. It's the last thing you need to hear right now.",2,"[set(), set(), set(), set(), set(), set(), set(), set()]"
catelyn stark,I never knew.,2,[set()]
cersei lannister,"It was years ago. Robert was crazed, beat his hands bloody on the wall, all the things men do to show you how much they care... The boy looked just like him. Such a little thing... A bird without feathers. They came to take his body away and Robert held me. I screamed and I battled, but he held me. That little bundle. They took him away and I never saw him again. Never have visited the crypt, never. I pray to the Mother every morning and night that she return your child to you.",2,"[set(), {'robert'}, set(), set(), {'robert'}, set(), set(), set(), set(), set()]"
catelyn stark,I am grateful..,2,[set()]
cersei lannister,Perhaps this time she'll listen.,2,[set()]
jaime lannister,A sword for the wall?,2,[set()]
jon snow,I already have one.,2,[set()]
jaime lannister,Good man. Have you swung it yet?,2,"[set(), set()]"
jon snow,Of course I have.,2,[set()]
jaime lannister,"At someone, I mean. It's a strange thing, the first time you cut a man. You realize we're nothing but sacks of meat and blood and some bone to keep it all standing. Let me thank you ahead of time for guarding us all from the perils beyond the Wall... Wildlings and White Walkers and whatnot. We're grateful to have good, strong men like you protecting us.",2,"[set(), set(), set(), set(), set()]"
jon snow,We've guarded the Kingdoms for 8 000 years.,2,[set()]
jaime lannister,"Is it ""we"" already? Have you taken your vows then?",2,"[set(), set()]"
jon snow,Soon enough.,2,[set()]
jaime lannister,"Give my regards to the Night's Watch. I'm sure it will be thrilling to serve in such an elite force. And if not, It's only for life.",2,"[set(), set(), set()]"
arya stark,"Thank you, Nymeria. Septa Mordane says I have to do it again. ""My things weren't properly folded"", she says. Who cares how they're folded?! They're going to get all messed up anyway.",2,"[{'nymeria'}, {'septa'}, set(), set(), set()]"
jon snow,It's good you've got help.,2,[set()]
arya stark,"Watch. Nymeria, gloves.",2,"[set(), set()]"
jon snow,Impressive.,2,[set()]
arya stark,"Shut up. Nymeria, gloves!",2,"[set(), set()]"
jon snow,I have something for you. And it has to be packed very carefully.,2,"[set(), set()]"
arya stark,A present?,2,[set()]
jon snow,Close the door. This is no toy. Be careful you don't cut yourself.,2,"[set(), set(), set()]"
arya stark,It's so skinny.,2,[set()]
jon snow,"So are you. I had the blacksmith make it for you special. It won't hack a man's head off, but it can poke him full of holes if you're quick enough.",2,"[set(), set(), set()]"
arya stark,I can be quick.,2,[set()]
jon snow,You'll have to work at it every day. How does it feel? Do you like the balance?,2,"[set(), set(), set()]"
arya stark,I think so.,2,[set()]
jon snow,First lesson,2,[set()]
arya stark,I know which end to use.,2,[set()]
jon snow,"I'm going to miss you... Careful... All the best swords have names, you know.",2,"[set(), set()]"
arya stark,Sansa can keep her sewing needles. I've got a needle of my own.,2,"[{'sansa'}, set()]"
jon snow,I came to say goodbye to Bran.,2,[{'bran'}]
catelyn stark,You've said it.,2,[set()]
jon snow,"I wish I could be here when you wake up. I'm going north with Uncle Benjen. I'm taking the black. I know we always talked about seeing the Wall together, but you'll be able to come visit me at Castle Black when you're better. I'll know my way around by then. I'll be a sworn brother of the Night's Watch. We can go out walking beyond the Wall, if you're not afraid.",2,"[set(), {'benjen'}, set(), set(), set(), set(), set()]"
catelyn stark,I want you to leave.,2,[set()]
catelyn stark,17 years ago you rode off with Robert Baratheon. You came back a year later with another woman's son. And now you're leaving again.,2,"[{'robert'}, set(), set()]"
eddard stark,I have no choice.,2,[set()]
catelyn stark,"That's what men always say when honor calls. That's what you tell your families, tell yourselves. You do have a choice. And you've made it. I can't do it, Ned. I really can't.",2,"[set(), set(), set(), set(), {'ned'}, set()]"
eddard stark,You can. You must.,2,"[set(), set()]"
robb stark,You've said goodbye to Bran? He's not going to die. I know it.,2,"[{'bran'}, set(), set()]"
jon snow,You Starks are hard to kill.,2,[set()]
robb stark,My mother?,2,[set()]
jon snow,She was very kind.,2,[set()]
robb stark,"Good. Next time I see you, you'll be all in black.",2,"[set(), set()]"
jon snow,It was always my color.,2,[set()]
robb stark,"Farewell, Snow.",2,[{'snow'}]
jon snow,"And you, Stark.",2,[{'stark'}]
eddard stark,"There's great honor serving in the Night's Watch. The Starks have manned the Wall for thousands of years. And you are a Stark. You might not have my name, but you have my blood.",2,"[set(), {'starks'}, {'stark'}, set()]"
jon snow,"Is my mother alive? Does she know about me? Where I am, where I'm going? Does she care?",2,"[set(), set(), set(), set()]"
eddard stark,"The next time we see each other, we'll talk about your mother. I promise.",2,"[set(), set()]"
robert baratheon,"Gods, this is country! I've half a mind to leave them all behind and keep going.",2,"[set(), set()]"
eddard stark,I've half a mind to go with you.,2,[set()]
robert baratheon,"What do you say, just you and me on the Kingsroad, swords at our sides, a couple of tavern wenches to warm our beds tonight.",2,[set()]
eddard stark,You should have asked me 20 years ago.,2,[set()]
robert baratheon,"There were wars to fight, women to marry... We never had the chance to be young.",2,[set()]
eddard stark,I recall a few chances.,2,[set()]
robert baratheon,"There was that one... Oh, what was her name? That common girl of yours? Becca? With the great big tits you could bury your face in.",2,"[set(), set(), {'becca'}, set()]"
eddard stark,Bessie. She was one of yours.,2,"[{'bessie'}, set()]"
robert baratheon,Bessie! Thank the gods for Bessie and her tits. Yours was... Aleena? No. You told me once. Meryl? Your bastardo s mother?,2,"[{'bessie'}, {'bessie'}, {'aleena'}, set(), set(), {'meryl'}, set()]"
eddard stark,Wylla.,2,[{'wylla'}]
robert baratheon,That's it. She must have been a rare wench to make Lord Eddard Stark forget his honor. You never told me what she looked like.,2,"[set(), {'eddard'}, set()]"
eddard stark,Nor will I.,2,[set()]
robert baratheon,"We were at war. None of us knew if we were gonna go back home again. You're too hard on yourself. You always have been. I swear if I weren't your King, you'd have hit me already.",2,"[set(), set(), set(), set(), set()]"
eddard stark,The worst thing about your coronation... I'll never get to hit you again.,2,"[set(), set()]"
robert baratheon,"Trust me, that's not the worst thing. There was a rider in the night.",2,"[set(), set()]"
eddard stark,Daenerys Targaryen has wed some Dothraki horselord. What of it? Should we send her a wedding gift?,2,"[{'daenerys'}, set(), set()]"
robert baratheon,"A knife perhaps, a good sharp one, and a bold man to wield it.",2,[set()]
eddard stark,She's little more than a child.,2,[set()]
robert baratheon,Soon enough that child will spread her legs and start breeding.,2,[set()]
eddard stark,Tell me we're not speaking of this.,2,[set()]
robert baratheon,"Oh, it's unspeakable to you? What her father did to your family... That was unspeakable. What Rhaegar Targaryen did to your sister... the woman I loved. I'll kill every Targaryen I get my hands on.",2,"[set(), set(), {'rhaegar'}, set()]"
eddard stark,"But you can't get your hands on this one, can you?",2,[set()]
robert baratheon,"This Khal Drogo, it's said he has 100,000 men in his horde.",2,[{'this'}]
eddard stark,"Even a million Dothraki are no threat to the realm, as long as they remain on the other side of the Narrow Sea. They have no ships, Robert.",2,"[set(), {'robert'}]"
robert baratheon,"There are still those in the Seven Kingdoms who call me Usurper. If the Targaryen boy crosses with a Dothraki horde at his back, the scum will join him.",2,"[{'usurper'}, {'targaryen'}]"
eddard stark,"He will not cross. And if by chance he does, we'll throw him back into the sea.",2,"[set(), set()]"
robert baratheon,"There's a war coming, Ned. I don't know when, I don't know who we'll be fighting, but it's coming.",2,"[{'ned'}, set()]"
benjen stark,Sit. You'll be fed. Untie them.,2,"[set(), set(), set()]"
tyrion lannister,Rapers. They were given a choice no doubt... Castration or the Wall. Most choose the knife. Not impressed by your new brothers? Lovely thing about the Watch... You discard your old family and get a whole new one.,2,"[set(), set(), set(), set(), set()]"
jon snow,Why do you read so much?,2,[set()]
tyrion lannister,Look at me and tell me what you see.,2,[set()]
jon snow,Is this a trick?,2,[set()]
tyrion lannister,"What you see is a dwarf. If I'd been born a peasant they might've left me out in the woods to die. Alas, I was born a Lannister of Casterly Rock. Things are expected of me. My father was the Hand of the King for 20 years.",2,"[set(), set(), set(), set(), set()]"
jon snow,Until your brother killed that King.,2,[set()]
tyrion lannister,"Yes, until my brother killed him. Life is full of these little ironies. My sister married the new King and my repulsive nephew will be King after him. I must do my part for the honor of my house, wouldn't you agree? But how? Well, my brother has his sword and I have my mind. And a mind needs books like a sword needs a whetstone. That's why I read so much. And you? What's your story, bastard?",2,"[set(), set(), set(), set(), set(), set(), set(), set(), set(), set()]"
jon snow,"Ask me nicely and maybe I'll tell you, dwarf.",2,[set()]
tyrion lannister,"A bastard boy with nothing to inherit, off to join the ancient order of the Night's Watch, alongside his valiant brothers-in-arms.",2,[set()]
jon snow,The Night's Watch protects the realm from...,2,[set()]
tyrion lannister,"Yes yes, against grumpkins and snarks and all the other monsters your wet nurse warned you about. You're a smart boy. You don't believe that nonsense... Everything's better with some wine in the belly.",2,"[set(), set(), set()]"
maester luwin,"It's time we reviewed the accounts, my lady. You'll want to know how much this royal visit has cost us.",2,"[set(), set()]"
catelyn stark,Talk to Poole about it.,2,[{'poole'}]
maester luwin,"Poole went south with Lord Stark, my lady. We need a new steward, and there are several other appointments that require our immediate attention...",2,"[{'stark', 'poole'}, set()]"
catelyn stark,I don't care about appointments!,2,[set()]
robb stark,I'll make the appointments. We'll talk about it first thing in the morning.,2,"[set(), set()]"
maester luwin,"Very good, my Lord. My Lady.",2,"[set(), set()]"
robb stark,When was the last time you left this room?,2,[set()]
catelyn stark,I have to take care of him.,2,[set()]
robb stark,"He's not going to die, mother. Maester Luwin says the most dangerous time has passed.",2,"[set(), {'luwin'}]"
catelyn stark,What if he's wrong? Bran needs me.,2,"[set(), {'bran'}]"
robb stark,"Rickon needs you. He's six. He doesn't know what's happening. He follows me around all day, clutching my leg, crying...",2,"[{'rickon'}, set(), set(), set()]"
catelyn stark,Close the windows! I can't stand it! Please make them stop!,2,"[set(), set(), set()]"
robb stark,Fire. You stay here. I'll come back.,2,"[set(), set(), set()]"
assassin,You're not supposed to be here. No one is supposed to be here. It's a mercy. He's dead already.,2,"[set(), set(), set(), set()]"
catelyn stark,No!,2,[set()]
daenerys targaryen,Have you ever seen a dragon?,2,[set()]
irri,"Dragon gone, Khaleesi.",2,[{'khaleesi'}]
daenerys targaryen,Everywhere? Even in the east?,2,"[set(), set()]"
irri,No dragon. Brave men kill them. It is known.,2,"[set(), set(), set()]"
jhiqui,It is known.,2,[set()]
doreah,A trader from Garth told me that dragons come from the moon.,2,[set()]
daenerys targaryen,The moon?,2,[set()]
doreah,"He told me the moon was an egg, Khaleesi, that once there were two moons in the sky. But one wandered too close to the sun and it cracked from the heat. Out of it poured a thousand thousand dragons and they drank the sun's fire.",2,"[{'khaleesi'}, set(), set()]"
irri,Moon is no egg. Moon is goddess... wife of sun. It is known.,2,"[set(), set(), set()]"
daenerys targaryen,Leave me with her. Why did the trader from Garth tell you these stories?,2,"[set(), set()]"
doreah,"Men like to talk when they're happy. Before your brother bought me for you, it was my job to make men happy.",2,"[set(), set()]"
daenerys targaryen,How old were you?,2,[set()]
doreah,I was nine when my mother sold me to the pleasure house.,2,[set()]
daenerys targaryen,Nine?!,2,"[set(), set()]"
doreah,"I did not touch a man for three years, Khaleesi. First you must learn.",2,"[{'khaleesi'}, set()]"
daenerys targaryen,Can you teach me how to make the Khal happy?,2,[{'khal'}]
doreah,Yes.,2,[set()]
daenerys targaryen,Will it take three years?,2,[set()]
doreah,No.,2,[set()]
benjen stark,Welcome.,2,[set()]
